arith_answer_gap_closed,arith_answer_loss,arith_answer_loss_delta_vs_recipient,benign_refusal_gap_closed,benign_refusal_loss,benign_refusal_loss_delta_vs_recipient,donor,harmful_refusal_gap_closed,harmful_refusal_loss,harmful_refusal_loss_delta_vs_recipient,layer,module,n_keys,patch_spec,recipient,specificity
0.16467879499116617,0.012902095873394737,-0.0024971461895367374,0.16474810035392964,2.61590838432312,-0.42525655031204224,base,0.124864149024931,1.9478280544281006,-0.2652025818824768,0,attn,7,0:attn,abliterated,-0.03988395132899865
-0.10524583449676093,0.01699516237915858,0.001595920316227106,0.03931340947503321,2.9396870732307434,-0.10147786140441895,base,0.019677936188968598,2.1712360978126526,-0.041794538497924805,0,mlp,3,0:mlp,abliterated,-0.01963547328606461
0.006956427092387841,0.01529375662136337,-0.00010548544156810391,-0.0001291961579290948,3.0414984226226807,0.00033348798751831055,base,-0.00012984930140268585,2.213306427001953,0.0002757906913757324,0,norms,2,0:norms,abliterated,-6.531434735910352e-07
-0.02467470318225412,0.015773402810420677,0.0003741607474892026,0.1670891485904207,2.6098655462265015,-0.4312993884086609,base,0.11337151766386906,1.9722375869750977,-0.24079304933547974,0,block,12,0:block,abliterated,-0.05371763092655164
0.054693315992604234,0.01456988691959692,-0.0008293551433345547,0.005647546225084975,3.026587188243866,-0.014577746391296387,base,0.012587299979997425,2.1862961053848267,-0.026734530925750732,4,attn,7,4:attn,abliterated,0.00693975375491245
0.05575545038231597,0.014553780991422094,-0.0008454610715093805,0.10782660539770753,2.7628371715545654,-0.2783277630805969,base,0.10185113161097933,1.9967060685157776,-0.2163245677947998,4,mlp,3,4:mlp,abliterated,-0.0059754737867281915
0.0045422585617359785,0.015330364441742067,-6.887762118940738e-05,8.527639164113443e-05,3.040944814682007,-0.00022011995315551758,base,2.489222613879022e-05,2.2129777669906616,-5.2869319915771484e-05,4,norms,2,4:norms,abliterated,-6.038416550234421e-05
0.08797714695654578,0.014065179609410141,-0.0013340624535213338,0.11376616495847997,2.7475056648254395,-0.2936592698097229,base,0.11155355728575869,1.9760988056659698,-0.23693183064460754,4,block,12,4:block,abliterated,-0.002212607672721273
-0.032733904516918266,0.015895610432262005,0.0004963683693305302,-0.008164873902081973,3.0622405409812927,0.02107560634613037,base,0.008000647727576077,2.1960378289222717,-0.016992807388305664,8,attn,7,8:attn,abliterated,0.01616552162965805
0.24143902620506785,0.011738123797366152,-0.003661118265565323,0.12378444376136995,2.721645951271057,-0.3195189833641052,base,0.12374001384743209,1.9502156376838684,-0.262814998626709,8,mlp,3,8:mlp,abliterated,-4.442991393785456e-05
0.007194679863627474,0.015290143818635008,-0.00010909824429646692,0.0001513869546708035,3.040774166584015,-0.00039076805114746094,base,9.549971313450182e-05,2.2128278017044067,-0.0002028346061706543,8,norms,2,8:norms,abliterated,-5.588724153630168e-05
0.21688211290497014,0.012110498409880243,-0.0032887436530512314,0.11932335469277378,2.733161151409149,-0.3080037832260132,base,0.13030434925707196,1.936273455619812,-0.2767571806907654,8,block,12,8:block,abliterated,0.010980994564298185
-0.10445840831341636,0.01698322205439858,0.0015839799914671038,-0.07456673443528554,3.2336405515670776,0.19247561693191528,base,-0.08481348325945809,2.3931684494018555,0.18013781309127808,12,attn,7,12:attn,abliterated,-0.01024674882417255
-0.016245003327063714,0.015645577045886414,0.00024633498295493876,0.16486840633834618,2.6155978441238403,-0.425567090511322,base,0.18078772024038697,1.829050362110138,-0.38398027420043945,12,mlp,3,12:mlp,abliterated,0.015919313902040794
0.004021153057529321,0.015338266349357107,-6.097571357436757e-05,-3.50757754949589e-05,3.041255474090576,9.053945541381836e-05,base,-0.0005797054288038214,2.2142618894577026,0.0012312531471252441,12,norms,2,12:norms,abliterated,-0.0005446296533088624
-0.15485522216134223,0.017747426162595333,0.0023481840996638585,0.09722427683208285,2.7902044653892517,-0.25096046924591064,base,0.1152028783102785,1.9683479070663452,-0.24468272924423218,12,block,12,12:block,abliterated,0.01797860147819566
-0.08069882413990756,0.016622937932286575,0.0012236958693551004,-0.0948640858583401,3.2860331535339355,0.2448682188987732,base,-0.09025295384348225,2.40472149848938,0.1916908621788025,16,attn,7,16:attn,abliterated,0.004611132014857841
0.21172546063025324,0.01218869253669096,-0.0032105495262405147,0.16107724379947994,2.6253837943077087,-0.4157811403274536,base,0.23791567389449617,1.7077146470546722,-0.5053159892559052,16,mlp,3,16:mlp,abliterated,0.07683843009501623
0.008286193296503376,0.015273592394331226,-0.00012564966860024833,1.9997117563287954e-05,3.041113317012787,-5.161762237548828e-05,base,-0.0001002985526719687,2.2132436633110046,0.0002130270004272461,16,norms,2,16:norms,abliterated,-0.00012029567023525666
0.16621722663710317,0.012878767498161482,-0.002520474564769993,0.07278673696719541,2.853283941745758,-0.1878809928894043,base,0.16856082433500896,1.8550194203853607,-0.3580112159252167,16,block,12,16:block,abliterated,0.09577408736781355
-0.11370737010477837,0.017123470892724785,0.00172422882979331,0.00040275949715804676,3.04012531042099,-0.0010396242141723633,base,0.01729945170850972,2.176287829875946,-0.03674280643463135,20,attn,7,20:attn,abliterated,0.016896692211351674
0.07663304975795784,0.014237198533247347,-0.001162043529684128,0.035148952014079055,2.950436592102051,-0.09072834253311157,base,0.0513072840241366,2.1040576100349426,-0.10897302627563477,20,mlp,3,20:mlp,abliterated,0.016158332010057543
0.0007328071187310622,0.015388129967386309,-1.111209554516615e-05,0.00017565597379206867,3.040711522102356,-0.0004534125328063965,base,0.0003281171454506598,2.2123337388038635,-0.0006968975067138672,20,norms,2,20:norms,abliterated,0.00015246117165859115
-0.028813802336630653,0.015836167027768883,0.0004369249648374079,0.03583555050556497,2.9486643075942993,-0.09250062704086304,base,0.06690652933523308,2.070925921201706,-0.14210471510887146,20,block,12,20:block,abliterated,0.03107097882966811
0.07768341063364406,0.014221271135560844,-0.0011779709273706303,0.02747345329966309,2.9702489972114563,-0.07091593742370605,base,0.03548520137182809,2.1376625895500183,-0.07536804676055908,23,attn,7,23:attn,abliterated,0.008011748072164999
0.14006381922742211,0.013275350929926271,-0.0021238911330052034,0.04875341135513172,2.915320038795471,-0.12584489583969116,base,0.047869659175352935,2.111358880996704,-0.10167175531387329,23,mlp,3,23:mlp,abliterated,-0.0008837521797787837
0.0019174725732151135,0.015370166010182837,-2.9076052748638198e-05,-0.0001287343307336378,3.041497230529785,0.00033229589462280273,base,-0.00041974411088825853,2.213922142982483,0.0008915066719055176,23,norms,2,23:norms,abliterated,-0.00029100978015462076
0.19047946695931792,0.012510861229637394,-0.0028883808332940807,0.07448993257268105,2.84888756275177,-0.19227737188339233,base,0.0803829476406445,2.042302966117859,-0.1707276701927185,23,block,12,23:block,abliterated,0.005893015067963456
0.029058832422135722,0.014958601525944212,-0.00044064053698726277,0.014072197924611507,3.0048410296440125,-0.0363239049911499,base,0.01993847669344721,2.170682728290558,-0.04234790802001953,24,attn,7,24:attn,abliterated,0.0058662787688357025
0.028222669925685687,0.014971280875413315,-0.00042796118751816,0.03347748393692132,2.9547510743141174,-0.08641386032104492,base,0.02525460868234174,2.1593916416168213,-0.053638994693756104,24,mlp,3,24:mlp,abliterated,-0.00822287525457958
0.001446475935121166,0.015377308080053848,-2.193398287762653e-05,-0.00032877478044583593,3.0420135855674744,0.0008486509323120117,base,-3.771719496114324e-05,2.2131107449531555,8.0108642578125e-05,24,norms,2,24:norms,abliterated,0.0002910575854846927
0.04107877044897876,0.014776334328495937,-0.0006229077344355374,0.046753815055601784,2.920481503009796,-0.12068343162536621,base,0.044120418453914116,2.1193220019340515,-0.09370863437652588,24,block,12,24:block,abliterated,-0.002633396601687668
0.2057498508377362,0.012279305121173029,-0.0031199369417584458,0.049030738586003646,2.9146041870117188,-0.1265607476234436,base,0.05328449010374028,2.0998581647872925,-0.11317247152328491,27,attn,7,27:attn,abliterated,0.004253751517736631
0.38698219586760274,0.0095311452270202,-0.005868096835911274,-0.10199499794387316,3.3044398427009583,0.2632749080657959,base,-0.10280764416533619,2.4313867688179016,0.21835613250732422,27,mlp,3,27:mlp,abliterated,-0.0008126462214630287
0.0007874635680567188,0.015387301171279472,-1.1940891652002447e-05,7.292251416265977e-05,3.0409767031669617,-0.0001882314682006836,base,-0.00020340344425473676,2.2134626507759094,0.00043201446533203125,27,norms,2,27:norms,abliterated,-0.00027632595841739656
0.5692063279400522,0.006767946133471053,-0.008631295929460422,-0.046635748933083206,3.161543607711792,0.12037867307662964,base,-0.035196990365689,2.287786543369293,0.07475590705871582,27,block,12,27:block,abliterated,0.011438758567394208
