base_module_patched_loss,layer,loss_increase,module,n_patched_tensors,original_loss,source_expert,target_model,task
1.0510896742343903,15,-0.0034405291080474854,attn,4,1.0545302033424377,expert_arith,expert_arith,arith
1.0529962182044983,15,-0.0015339851379394531,mlp,3,1.0545302033424377,expert_arith,expert_arith,arith
1.055898904800415,15,0.001368701457977295,norms,2,1.0545302033424377,expert_arith,expert_arith,arith
1.0509400367736816,15,-0.0035901665687561035,block,9,1.0545302033424377,expert_arith,expert_arith,arith
1.0569132566452026,29,0.0023830533027648926,attn,4,1.0545302033424377,expert_arith,expert_arith,arith
1.0638084411621094,29,0.00927823781967163,mlp,3,1.0545302033424377,expert_arith,expert_arith,arith
1.054779827594757,29,0.00024962425231933594,norms,2,1.0545302033424377,expert_arith,expert_arith,arith
1.0676379203796387,29,0.013107717037200928,block,9,1.0545302033424377,expert_arith,expert_arith,arith
0.2583223581314087,15,1.5527009963989258e-05,attn,4,0.2583068311214447,expert_polite,expert_polite,polite
0.2584924101829529,15,0.0001855790615081787,mlp,3,0.2583068311214447,expert_polite,expert_polite,polite
0.2583659738302231,15,5.914270877838135e-05,norms,2,0.2583068311214447,expert_polite,expert_polite,polite
0.2587120980024338,15,0.0004052668809890747,block,9,0.2583068311214447,expert_polite,expert_polite,polite
0.2587260603904724,29,0.00041922926902770996,attn,4,0.2583068311214447,expert_polite,expert_polite,polite
0.2619413137435913,29,0.0036344826221466064,mlp,3,0.2583068311214447,expert_polite,expert_polite,polite
0.25793080031871796,29,-0.0003760308027267456,norms,2,0.2583068311214447,expert_polite,expert_polite,polite
0.26292307674884796,29,0.004616245627403259,block,9,0.2583068311214447,expert_polite,expert_polite,polite
0.23536288738250732,15,-3.3915042877197266e-05,attn,4,0.23539680242538452,expert_refusal,expert_refusal,refusal
0.23550216853618622,15,0.00010536611080169678,mlp,3,0.23539680242538452,expert_refusal,expert_refusal,refusal
0.23524058610200882,15,-0.0001562163233757019,norms,2,0.23539680242538452,expert_refusal,expert_refusal,refusal
0.23563624173402786,15,0.00023943930864334106,block,9,0.23539680242538452,expert_refusal,expert_refusal,refusal
0.23617056757211685,29,0.0007737651467323303,attn,4,0.23539680242538452,expert_refusal,expert_refusal,refusal
0.23819393664598465,29,0.002797134220600128,mlp,3,0.23539680242538452,expert_refusal,expert_refusal,refusal
0.23534461110830307,29,-5.2191317081451416e-05,norms,2,0.23539680242538452,expert_refusal,expert_refusal,refusal
0.23966476321220398,29,0.004267960786819458,block,9,0.23539680242538452,expert_refusal,expert_refusal,refusal
2.0640074014663696,15,0.02848672866821289,attn,4,2.0355206727981567,expert_arith,merge_all_linear,arith
0.3936009556055069,15,0.007898077368736267,attn,4,0.38570287823677063,expert_polite,merge_all_linear,polite
0.4938252419233322,15,0.005537733435630798,attn,4,0.4882875084877014,expert_refusal,merge_all_linear,refusal
2.095011830329895,15,0.05949115753173828,mlp,3,2.0355206727981567,expert_arith,merge_all_linear,arith
0.4042399823665619,15,0.01853710412979126,mlp,3,0.38570287823677063,expert_polite,merge_all_linear,polite
0.5014135539531708,15,0.01312604546546936,mlp,3,0.4882875084877014,expert_refusal,merge_all_linear,refusal
2.0367661714553833,15,0.0012454986572265625,norms,2,2.0355206727981567,expert_arith,merge_all_linear,arith
0.38543640077114105,15,-0.00026647746562957764,norms,2,0.38570287823677063,expert_polite,merge_all_linear,polite
0.4889058470726013,15,0.0006183385848999023,norms,2,0.4882875084877014,expert_refusal,merge_all_linear,refusal
2.131203055381775,15,0.09568238258361816,block,9,2.0355206727981567,expert_arith,merge_all_linear,arith
0.41556109488010406,15,0.029858216643333435,block,9,0.38570287823677063,expert_polite,merge_all_linear,polite
0.5095177292823792,15,0.021230220794677734,block,9,0.4882875084877014,expert_refusal,merge_all_linear,refusal
2.0629818439483643,29,0.02746117115020752,attn,4,2.0355206727981567,expert_arith,merge_all_linear,arith
0.38872866332530975,29,0.0030257850885391235,attn,4,0.38570287823677063,expert_polite,merge_all_linear,polite
0.4951217919588089,29,0.006834283471107483,attn,4,0.4882875084877014,expert_refusal,merge_all_linear,refusal
2.0990911722183228,29,0.06357049942016602,mlp,3,2.0355206727981567,expert_arith,merge_all_linear,arith
0.40519095957279205,29,0.019488081336021423,mlp,3,0.38570287823677063,expert_polite,merge_all_linear,polite
