base_layer_patched_loss,layer,loss_increase,original_loss,source_expert,target_model,task
1.0658677816390991,0,0.011337578296661377,1.0545302033424377,expert_arith,expert_arith,arith
1.053030252456665,5,-0.001499950885772705,1.0545302033424377,expert_arith,expert_arith,arith
1.0504445731639862,10,-0.004085630178451538,1.0545302033424377,expert_arith,expert_arith,arith
1.0509400367736816,15,-0.0035901665687561035,1.0545302033424377,expert_arith,expert_arith,arith
1.0522999167442322,20,-0.0022302865982055664,1.0545302033424377,expert_arith,expert_arith,arith
1.058205485343933,25,0.0036752820014953613,1.0545302033424377,expert_arith,expert_arith,arith
1.0676379203796387,29,0.013107717037200928,1.0545302033424377,expert_arith,expert_arith,arith
0.262517973780632,0,0.004211142659187317,0.2583068311214447,expert_polite,expert_polite,polite
0.2581339329481125,5,-0.00017289817333221436,0.2583068311214447,expert_polite,expert_polite,polite
0.25876404345035553,10,0.00045721232891082764,0.2583068311214447,expert_polite,expert_polite,polite
0.2587120980024338,15,0.0004052668809890747,0.2583068311214447,expert_polite,expert_polite,polite
0.25951428711414337,20,0.0012074559926986694,0.2583068311214447,expert_polite,expert_polite,polite
0.25922001898288727,25,0.0009131878614425659,0.2583068311214447,expert_polite,expert_polite,polite
0.26292307674884796,29,0.004616245627403259,0.2583068311214447,expert_polite,expert_polite,polite
0.2385045662522316,0,0.0031077638268470764,0.23539680242538452,expert_refusal,expert_refusal,refusal
0.23496031761169434,5,-0.00043648481369018555,0.23539680242538452,expert_refusal,expert_refusal,refusal
0.23566385358572006,10,0.00026705116033554077,0.23539680242538452,expert_refusal,expert_refusal,refusal
0.23563624173402786,15,0.00023943930864334106,0.23539680242538452,expert_refusal,expert_refusal,refusal
0.23601438105106354,20,0.0006175786256790161,0.23539680242538452,expert_refusal,expert_refusal,refusal
0.23628117144107819,25,0.0008843690156936646,0.23539680242538452,expert_refusal,expert_refusal,refusal
0.23966476321220398,29,0.004267960786819458,0.23539680242538452,expert_refusal,expert_refusal,refusal
1.9451191425323486,0,-0.0904015302658081,2.0355206727981567,expert_arith,merge_all_linear,arith
0.40870876610279083,0,0.023005887866020203,0.38570287823677063,expert_polite,merge_all_linear,polite
0.49560971558094025,0,0.007322207093238831,0.4882875084877014,expert_refusal,merge_all_linear,refusal
2.031487464904785,5,-0.004033207893371582,2.0355206727981567,expert_arith,merge_all_linear,arith
0.3981110602617264,5,0.01240818202495575,0.38570287823677063,expert_polite,merge_all_linear,polite
0.5000424534082413,5,0.011754944920539856,0.4882875084877014,expert_refusal,merge_all_linear,refusal
2.118118166923523,10,0.08259749412536621,2.0355206727981567,expert_arith,merge_all_linear,arith
0.4034857153892517,10,0.01778283715248108,0.38570287823677063,expert_polite,merge_all_linear,polite
0.5120159089565277,10,0.023728400468826294,0.4882875084877014,expert_refusal,merge_all_linear,refusal
2.131203055381775,15,0.09568238258361816,2.0355206727981567,expert_arith,merge_all_linear,arith
0.41556109488010406,15,0.029858216643333435,0.38570287823677063,expert_polite,merge_all_linear,polite
0.5095177292823792,15,0.021230220794677734,0.4882875084877014,expert_refusal,merge_all_linear,refusal
2.1305118799209595,20,0.09499120712280273,2.0355206727981567,expert_arith,merge_all_linear,arith
0.4080241471529007,20,0.022321268916130066,0.38570287823677063,expert_polite,merge_all_linear,polite
0.5249684154987335,20,0.036680907011032104,0.4882875084877014,expert_refusal,merge_all_linear,refusal
2.0668216943740845,25,0.031301021575927734,2.0355206727981567,expert_arith,merge_all_linear,arith
0.3979927599430084,25,0.012289881706237793,0.38570287823677063,expert_polite,merge_all_linear,polite
0.522020548582077,25,0.03373304009437561,0.4882875084877014,expert_refusal,merge_all_linear,refusal
2.1319730281829834,29,0.09645235538482666,2.0355206727981567,expert_arith,merge_all_linear,arith
0.4096793532371521,29,0.02397647500038147,0.38570287823677063,expert_polite,merge_all_linear,polite
0.5690635144710541,29,0.08077600598335266,0.4882875084877014,expert_refusal,merge_all_linear,refusal
1.3354541659355164,0,-0.06578660011291504,1.4012407660484314,expert_arith,merge_arith_polite,arith
0.3253745138645172,0,0.014395907521247864,0.31097860634326935,expert_polite,merge_arith_polite,polite
1.4105589985847473,5,0.009318232536315918,1.4012407660484314,expert_arith,merge_arith_polite,arith
0.3149142563343048,5,0.003935649991035461,0.31097860634326935,expert_polite,merge_arith_polite,polite
1.4612119793891907,10,0.05997121334075928,1.4012407660484314,expert_arith,merge_arith_polite,arith
0.3162992000579834,10,0.00532059371471405,0.31097860634326935,expert_polite,merge_arith_polite,polite
1.474204182624817,15,0.0729634165763855,1.4012407660484314,expert_arith,merge_arith_polite,arith
0.3194555938243866,15,0.008476987481117249,0.31097860634326935,expert_polite,merge_arith_polite,polite
1.4538917541503906,20,0.05265098810195923,1.4012407660484314,expert_arith,merge_arith_polite,arith
0.3193349391222,20,0.008356332778930664,0.31097860634326935,expert_polite,merge_arith_polite,polite
1.4187297224998474,25,0.017488956451416016,1.4012407660484314,expert_arith,merge_arith_polite,arith
0.31516098976135254,25,0.004182383418083191,0.31097860634326935,expert_polite,merge_arith_polite,polite
1.4513304829597473,29,0.05008971691131592,1.4012407660484314,expert_arith,merge_arith_polite,arith
