delta_norm_per_token,group,layer,mask,n_tokens,pca_energy_fraction,pca_norm_per_token,residual_energy_fraction,residual_norm_per_token,top1024_energy_fraction,top256_energy_fraction,top512_energy_fraction,top64_energy_fraction
9.330877761055568,benign_account_recovery,16,all,55,0.7774937876477566,8.227558213583675,0.22250641975614144,4.401429732658645,0.7980562181933032,0.27673120534407536,0.47742854578305877,0.08869796774832288
12.532685192105395,benign_account_recovery,16,target,13,0.7339501552890861,10.736863061639253,0.26604999793199424,6.464363370524852,0.8405695574299868,0.32303561340980713,0.5395956184516219,0.11107638750375935
11.573390370940979,benign_account_recovery,17,all,55,0.7908961213203077,10.292486949254368,0.20910400057342354,5.292267321713292,0.7916702218540148,0.26272380066246026,0.46468269530990036,0.07874394790063831
16.450454767066685,benign_account_recovery,17,target,13,0.7440045884343375,14.189455009642746,0.2559955344606798,8.323272303016953,0.8342758927910521,0.31799987003471425,0.5309236901141993,0.10092205744643071
13.549672409613253,benign_account_recovery,18,all,55,0.7834192883146335,11.992947302721351,0.2165807546393411,6.305778721780448,0.7877123618020963,0.2624813265283394,0.4620752885350124,0.08185003342327288
19.895692289927375,benign_account_recovery,18,target,13,0.7456110995195874,17.179686629101433,0.2543890302781147,10.03478900626645,0.8281431219595045,0.3085808226131546,0.5188502416144236,0.10107754293642378
17.925246758765855,benign_account_recovery,19,all,55,0.8125435616840239,16.15803221254443,0.18745663821575023,7.760961964325848,0.7661479514048728,0.24765474154135458,0.44699712884760007,0.0751400445588226
25.48878873963897,benign_account_recovery,19,target,13,0.761626715353288,22.244378814063186,0.2383734566268528,12.444519851009824,0.8133144712882355,0.2958630579317765,0.5069427938864791,0.09455341668228132
18.896804987294047,benign_account_recovery,20,all,55,0.7774214355800727,16.661597420474966,0.22257868602032843,8.915181072083607,0.7794827690212106,0.2596940220552573,0.46033039758284194,0.08056417813872904
26.671496425468902,benign_account_recovery,20,target,13,0.7189920628411307,22.61566856329931,0.2810082235702016,14.138615941910968,0.822215583456313,0.30222757028455016,0.5137081222833784,0.0965804867629208
24.149642875489537,benign_account_recovery,21,all,55,0.7732516734575426,21.235923250839747,0.22674849827926946,11.499604986952242,0.7792697402603654,0.25373668729966675,0.4512211504951715,0.0787133099294669
33.593855577490174,benign_account_recovery,21,target,13,0.7067899006497974,28.242622323389025,0.29321026942446166,18.19070116286046,0.8183210741868172,0.29316165971592406,0.5043732312893028,0.09477738420794637
29.227190376289656,benign_account_recovery,22,all,55,0.8194326811222253,26.457189550973144,0.1805675017548568,12.419578679431934,0.7819844900000616,0.2532929922923362,0.45270250565558656,0.07663439257784631
38.32428246668064,benign_account_recovery,22,target,13,0.7287076245636039,32.71528358696795,0.271292719635639,19.96149673629321,0.812345601871475,0.2980963306235023,0.5024536522108033,0.09474990280122246
32.14669835999505,benign_account_recovery,23,all,55,0.8401866000296884,29.466208024678544,0.1598134797696898,12.851182146416376,0.7949107083579965,0.2571205628401127,0.4622025025077237,0.07949674335895958
38.38327665579732,benign_account_recovery,23,target,13,0.7172156073077318,32.50625306917374,0.2827846190505834,20.4112658041231,0.8294764690477034,0.3018760939843263,0.5160037806916122,0.09696713522750117
9.573852964537952,benign_remove_tracking,16,all,54,0.7921562010890785,8.521031414517147,0.20784403283117303,4.364711406292631,0.7916555617174229,0.2716678310946446,0.4730208133824173,0.08653836192678466
12.89014186799863,benign_remove_tracking,16,target,13,0.7789200906848408,11.376381569022879,0.22108011122050245,6.060836024911332,0.8317307468201326,0.3139574881793633,0.5279928771995109,0.1025168082522009
11.865980945707953,benign_remove_tracking,17,all,54,0.8016506937808244,10.624199885628245,0.19834942372849465,5.284685150471109,0.7919686183191265,0.26313789297145235,0.46370870847969875,0.07886928888079792
16.852377851055095,benign_remove_tracking,17,target,13,0.7833459833851607,14.915506250721508,0.21665415166670193,7.844128433070518,0.8284119353176197,0.3080452218835661,0.5219868001212409,0.10184057658106285
13.878046525476025,benign_remove_tracking,18,all,54,0.7995771550970602,12.409621278998165,0.20042288747596584,6.213009196410817,0.7902618230518451,0.2663993430088017,0.467672272786733,0.08564110150711847
20.414940497448306,benign_remove_tracking,18,target,13,0.7826974648147556,18.061136795906556,0.21730266863412465,9.516574424201586,0.8309549546270635,0.316006584592576,0.529207550680599,0.10642786970477092
18.509997438905,benign_remove_tracking,19,all,54,0.8340974358655759,16.90498351977268,0.16590275053875403,7.539336923784219,0.7733039143115222,0.25574353761280577,0.4540821272865065,0.07735062373411224
26.822333537640546,benign_remove_tracking,19,target,13,0.8092075479908641,24.128288731999298,0.19079261177409096,11.71594529735542,0.8191254641161109,0.3077262851337062,0.5160300345505687,0.10225885774998746
19.538573648673456,benign_remove_tracking,20,all,54,0.7949974522653859,17.421106057480017,0.2050026833363569,8.846523369405054,0.781957954447873,0.26640664587865204,0.4640088271479916,0.08300083711862072
27.988040103763776,benign_remove_tracking,20,target,13,0.7664417051310767,24.50259330991515,0.23355859530814452,13.526032133702877,0.8181284336265389,0.30304052869182874,0.507948475676354,0.09994843981516413
24.89743682226946,benign_remove_tracking,21,all,54,0.7958113822243181,22.210570410997008,0.20418876132618913,11.250467160143637,0.783602461162832,0.2600213762107445,0.4608302440403209,0.08342176917922849
35.205598258640165,benign_remove_tracking,21,target,13,0.7601797728290107,30.695158732809258,0.23982031824158243,17.24069290928918,0.8178782915523483,0.2986704729750794,0.5078256690107491,0.09779240824541412
29.70390663372945,benign_remove_tracking,22,all,54,0.8346771206303867,27.137686789341608,0.16532307244625657,12.077590628295605,0.778469867107138,0.24844984664636122,0.4496098922771128,0.0697039893243967
39.17958094191492,benign_remove_tracking,22,target,13,0.7674018514072556,34.32189100943994,0.23259849976451483,18.895711137259426,0.811225293387521,0.28480323909915795,0.49562704558115106,0.09039524112803049
32.75695112875875,benign_remove_tracking,23,all,54,0.8473801147221788,30.153838669450547,0.1526199465297483,12.797028032830474,0.793335682550638,0.2680003170204257,0.47128436210972685,0.08629958556044988
39.68000456410068,benign_remove_tracking,23,target,13,0.7467009194684363,34.288229179203725,0.2532993149320375,19.970490004645523,0.824762707277534,0.30667418495205956,0.5155374097219197,0.09951124718653764
9.294192934324116,one_time_code,16,all,57,0.7097570688745902,7.830086267176117,0.290243120262682,5.007173622621886,0.795239766175097,0.27491847644082124,0.4748844861860885,0.0883891897483894
12.207182087304682,one_time_code,16,target,13,0.6479806433829962,9.826445258189208,0.3520194701029913,7.24267112407922,0.8405883613216144,0.3335020023835863,0.5462980323261086,0.11275344054103417
11.614178045832878,one_time_code,17,all,57,0.7168513138536743,9.833384527699957,0.2831487838124087,6.18010465807745,0.7940244500179768,0.2651998999086683,0.4674672443935714,0.0800901441642735
16.36647638563454,one_time_code,17,target,13,0.6395250803969531,13.08832223165081,0.36047502601894593,9.826362447352317,0.8374744270381562,0.32259817501759014,0.5320713868367721,0.10857539302581873
13.341393120624055,one_time_code,18,all,57,0.7104884713698627,11.24552405873987,0.28951157697369134,7.178507341233327,0.7895140473228829,0.2624297909902404,0.464664573145459,0.0779151056114898
19.282601957407916,one_time_code,18,target,13,0.6353931304735281,15.37046102314459,0.3646070276558568,11.64335540036861,0.8352373121479073,0.32377196377429357,0.5370508657141061,0.11091070713311042
18.019460016847432,one_time_code,19,all,57,0.7408419575961882,15.50974143896077,0.25915820094868625,9.173271568803361,0.7782019349556899,0.26166954981666035,0.45988161195355204,0.08072708571281649
26.28991630910934,one_time_code,19,target,13,0.6486856144317906,21.17416714694062,0.35131447938016913,15.582503329453834,0.8256731087905269,0.31936499332077734,0.5291005695367474,0.11039859611781354
18.955160798025364,one_time_code,20,all,57,0.6968305255949656,15.823081192277165,0.30316957523851307,10.43687015780505,0.7888076657572335,0.26546877338545277,0.46990189961264234,0.08230073632013214
26.748254359247834,one_time_code,20,target,13,0.5970177047923704,20.66755250769848,0.40298253304982656,16.980034004008715,0.8329976687538362,0.3263509004279185,0.5383209503990454,0.10926997356477801
23.840592332422247,one_time_code,21,all,57,0.6941559381711951,19.863032952033183,0.3058442280531745,13.184606902929573,0.7897695882934044,0.26757909207740926,0.4683028349409194,0.08296095469059574
